imdbID,isAdult,movie_name,movie_date,box_office,runtime,language,countries,genres,author_book,year_book,rating,numVotes
tt0283644,0,leftbehindii:tribulationforce,2002,,94.0,English Language,"United States of America, Canada","Christian film, Thriller, Supernatural, Fantasy, Film adaptation, Drama, Family Film",Tim LaHayeandJerry B. Jenkins,1995–2007,4.8,4569
tt0285006,0,australianrules,2002,,95.0,English Language,Australia,Drama, Phillip Gwynne,1998,6.7,872
tt0285531,0,dreamcatcher,2003,,136.0,English Language,"United States of America, Australia, Canada","Thriller, Science Fiction, Horror, Supernatural, Drama, Film adaptation",Stephen King,2001,5.5,97534
tt0289635,0,youngadam,2003,2561820.0,97.0,English Language,"France, United Kingdom","Crime Fiction, Thriller, Erotic Drama, Mystery, Period piece, Drama, Film adaptation, Crime Thriller",Alexander Trocchi,1957,6.3,14846
tt0289765,0,reddragon,2002,209196298.0,124.0,"French Language, English Language","United States of America, Germany","Crime Fiction, Thriller, Horror, Psychological thriller, Mystery, Drama, Suspense, Crime Thriller, Slasher",Thomas Harris,1981,7.2,297243
tt0291928,0,g,2002,3020784.0,97.0,English Language,United States of America,"Hip hop movies, Romance Film, Film adaptation, Drama, Romantic drama",F. Scott Fitzgerald,1925,5.2,800
tt0292644,0,therulesofattraction,2002,11819244.0,110.0,"German Language, English Language","United States of America, Germany","Thriller, Romantic comedy, Indie, LGBT, Comedy-drama, Satire, Drama, Comedy, Film adaptation, Black comedy, Romance Film",Bret Easton Ellis,1987,6.6,53925
tt0293113,0,dracula:pagesfromavirgin'sdiary,2002,,73.0,"Silent film, English Language",Canada,"Silent film, Horror, Indie, Experimental film, Dance, Musical, Comedy",Bram Stoker,1897,6.8,2275
tt0293508,0,thephantomoftheopera,2004,154270000.0,143.0,"Italian Language, English Language","United States of America, United Kingdom","Horror, Period piece, Musical, Drama, Romantic drama, Romance Film",Gaston Leroux,1909–1910,7.2,132621
tt0295297,0,harrypotterandthechamberofsecrets,2002,878979634.0,174.0,English Language,"United States of America, United Kingdom, Germany","Fantasy Adventure, Adventure, Children's/Family, Mystery, Fantasy, Children's Fantasy, Family Film",J. K. Rowling,1997–2007,7.4,709530
tt0298130,0,thering,2002,249348933.0,145.0,English Language,"United States of America, Japan","Thriller, Horror, Supernatural, Mystery, Suspense, Japanese Movies",Koji Suzuki,1991,7.1,383587
tt0298903,0,heidi,2005,,80.0,German Language,"Canada, United Kingdom, Germany",Animation,Johanna Spyri,1880,6.2,115
tt0300556,0,timeline,2003,43935763.0,116.0,"French Language, English Language",United States of America,"Thriller, Science Fiction, Adventure, Costume drama, Action/Adventure, Film adaptation, Time travel, Action",Michael Crichton,1999,5.6,66816
tt0304141,0,harrypotterandtheprisonerofazkaban,2004,796688549.0,141.0,English Language,"United States of America, United Kingdom","Fantasy Adventure, Adventure, Children's/Family, Mystery, Fantasy, Children's Fantasy, Family Film",J. K. Rowling,1997–2007,7.9,709548
tt0305206,0,americansplendor,2003,7986084.0,101.0,English Language,United States of America,"Biography, Indie, Comedy-drama, Marriage Drama, Drama, Comedy, Biopic [feature], Biographical film",Harvey Pekar,1976–2008,7.4,53016
tt0306734,0,ledivorce,2003,12991996.0,108.0,"French Language, English Language","United States of America, France","Romantic comedy, Comedy of manners, Comedy-drama, Drama, Comedy, Film adaptation, Romance Film",Diane Johnson,1997,4.9,12242
tt0307343,0,àtonimage,2004,,94.0,French Language,France,"Thriller, Science Fiction",Louise L. Lambrichs,1998,4.7,622
tt0307479,0,solaris,2002,30002758.0,98.0,English Language,United States of America,"Thriller, Science Fiction, Adventure, Supernatural, Psychological thriller, Mystery, Drama, Film adaptation, Romance Film",Stanislaw Lem,1961,6.2,86991
tt0307901,0,25thhour,2002,23928503.0,108.0,English Language,United States of America,"Crime Fiction, Drama, Crime Drama",David Benioff,2001,7.6,186255
tt0307923,0,adolphe,2002,,102.0,French Language,France,"Romantic drama, Romance Film, Drama, World cinema",Benjamin Constant,1816,6.0,423
tt0308383,0,thehumanstain,2003,19379387.0,106.0,English Language,"United States of America, France, Germany","Thriller, Romantic drama, Romance Film, Drama",Philip Roth,2000,6.2,32639
tt0308644,0,findingneverland,2004,118676606.0,106.0,English Language,"United States of America, United Kingdom","Biography, Costume drama, Period piece, Drama, Biopic [feature], Family Film",J. M. Barrie,1911,7.7,213425
tt0309377,0,bloodwork,2002,26000000.0,111.0,English Language,United States of America,"Thriller, Crime Fiction, Detective fiction, Detective, Mystery, Drama, Suspense, Crime Thriller",Michael Connelly,1998,6.4,48587
tt0309698,0,identity,2003,90259536.0,91.0,English Language,United States of America,"Thriller, Mystery, Crime Thriller, Slasher, Psychological thriller",Agatha Christie,1939,7.3,273784
tt0309912,0,nicholasnickleby,2002,3651462.0,132.0,English Language,"United States of America, Netherlands, United Kingdom, Germany","Costume drama, Family Drama, Period piece, Drama, Coming of age, Family Film",Charles Dickens,1838–1839,7.1,13906
tt0309987,0,thedreamers,2003,15121165.0,115.0,"French Language, English Language","France, Italy, United Kingdom","History, Romance Film, Drama, Romantic drama",Gilbert Adair,1988,7.1,134822
tt0310357,0,willard,2003,8546666.0,100.0,English Language,United States of America,"Thriller, Natural horror films, Horror, Drama, Cult",Stephen Gilbert,1969,6.1,20754
tt0313542,0,runawayjury,2003,,122.0,"French Language, Italian Language, English Language",United States of America,"Thriller, Drama, Social problem film, Courtroom Drama",John Grisham,1996,7.1,106746
tt0314197,0,imaginingargentina,2003,,108.0,"English Language, Spanish Language","United States of America, Spain, United Kingdom","Thriller, World cinema, Supernatural, Family Drama, Period piece, Drama, Film adaptation, Romantic drama, Political drama",Lawrence Thornton,1987,6.1,3574
tt0315824,0,thebigbounce,2004,6801716.0,88.0,English Language,United States of America,"Thriller, Heist, Crime Fiction, Comedy",Elmore Leonard,1966,4.9,18933
tt0316356,0,openrange,2003,,118.0,English Language,United States of America,"Period piece, Action/Adventure, Western, Drama, Romance Film, Action",Lauran Paine,1990,7.4,80140
tt0316396,0,peterpan,2003,121975011.0,107.0,English Language,"United States of America, Australia, United Kingdom","Costume drama, Family Film, Fantasy, Adventure, Romance Film",J. M. Barrie,1911,6.8,81442
tt0317198,0,bridgetjones:theedgeofreason,2004,262520724.0,106.0,"German Language, English Language","United States of America, United Kingdom","Romantic comedy, Romance Film, Comedy",Helen Fielding,1996–2016,6.0,124394
tt0318649,0,sahara,2005,122000000.0,123.0,"French Language, Arabic Language, English Language","United States of America, Spain, United Kingdom, Germany","Buddy film, Adventure, Action/Adventure, Comedy, Film adaptation, Action",Clive Cussler,1992,6.1,105246
tt0319061,0,bigfish,2003,122919055.0,126.0,English Language,United States of America,"Family Drama, Adventure, Film adaptation, Comedy-drama, Period piece, Fantasy, Comedy, War film, Drama, Fantasy Comedy",Daniel Wallace,1998,8.0,464382
tt0321473,0,blueprint,2003,,113.0,German Language,Germany,"Science Fiction, Drama", Charlotte Kerner,1999,5.6,905
tt0322004,0,devdas,2002,,185.0,"Hindi Language, Urdu Language, Bengali Language",India,"World cinema, Musical, Drama, Romantic drama, Romance Film, Bollywood",Sarat Chandra Chattopadhyay,1917,7.2,111
tt0322330,0,freakyfriday,2003,160846332.0,97.0,"Standard Mandarin, English Language",United States of America,"Family Film, Fantasy, Comedy",Mary Rodgers,1972,6.3,156815
tt0323642,0,piglet'sbigmovie,2003,62870546.0,70.0,English Language,United States of America,"Children's/Family, Animation, Musical, Children's, Animated Musical, Music, Family Film",A.A. Milne,1926–1928,6.1,8913
tt0324572,0,winniethepooh:averymerrypoohyear,2002,,65.0,English Language,United States of America,"Children's/Family, Family Film, Animation, Holiday Film, Animated cartoon",A.A. Milne,1926–1928,6.6,3154
tt0325357,0,farfromthemaddingcrowd,1915,,,English Language,United Kingdom,"Romance Film, Drama, Silent film",Thomas Hardy,1874,6.5,30
tt0326449,0,zonazamfirova,2002,,104.0,Serbian language,Federal Republic of Yugoslavia,"Drama, Romantic drama, Comedy-drama, Comedy", Stefan Sremac,1906,7.3,4931
tt0326506,0,thebeach,2000,,115.0,"French Language, Swedish Language, Croatian language, English Language, Thai Language","United States of America, United Kingdom","Thriller, Adventure, Psychological thriller, Action/Adventure, Drama, Film adaptation, Stoner film, Action, Romance Film",Alex Garland,1996,7.5,24
tt0327056,0,mysticriver,2003,156822020.0,138.0,English Language,"United States of America, Australia","Thriller, Crime Fiction, Tragedy, Psychological thriller, Mystery, Drama, Film adaptation, Crime Thriller",Dennis Lehane,2001,7.9,494849
tt0327162,0,thestepfordwives,2004,102001626.0,93.0,English Language,United States of America,"Thriller, Parody, Science Fiction, Satire, Comedy, Black comedy",Ira Levin,1972,5.4,70817
tt0327437,0,aroundtheworldin80days,2004,72178895.0,120.0,"French Language, Cantonese, Turkish Language, English Language, Hindi Language, German Language","United States of America, Ireland, United Kingdom, Germany","Adventure, Martial Arts Film, Action/Adventure, Western, Children's, Drama, Comedy, Film adaptation, Family Film, Action, Romance Film, Steampunk",Jules Verne,1873,5.9,96233
tt0328107,0,manonfire,2004,130293714.0,146.0,"English Language, Spanish Language","United States of America, United Kingdom","Thriller, Crime Fiction, Drama",A. J. Quinnell,1980,7.7,397302
tt0330373,0,harrypotterandthegobletoffire,2005,896911078.0,156.0,"French Language, English Language, Spanish Language","United States of America, United Kingdom","Thriller, Science Fiction, Fantasy Adventure, Adventure, Supernatural, Children's/Family, Mystery, Fantasy, Children's Fantasy, Family Film",J. K. Rowling,1997–2007,7.7,698166
tt0332047,0,feverpitch,2005,50451307.0,102.0,English Language,"United States of America, Germany","Sports, Romance Film, Drama, Comedy, Film adaptation",Nick Hornby,1992,6.2,48424
tt0332280,0,thenotebook,2004,115603229.0,123.0,English Language,United States of America,"Coming of age, Period piece, Drama, Film adaptation, Romantic drama, Romance Film",Nicholas Sparks,1996,7.8,638069
tt0333889,0,themayorofcasterbridge,1921,,,,,Drama,Thomas Hardy,1886,7.0,10
tt0335119,0,girlwithapearlearring,2003,31466789.0,100.0,English Language,"Luxembourg, United Kingdom","Biography, Costume drama, Biopic [feature], Period piece, Drama, Film adaptation, Romantic drama, Romance Film",Tracy Chevalier,1999,6.9,83505
tt0336247,0,davidcopperfield,1913,,67.0,English Language,United Kingdom,"Silent film, Drama",Charles Dickens,1849–1850,6.0,53
tt0338188,0,themissing,2003,38364277.0,154.0,"Apache, Western Language, English Language, Spanish Language",United States of America,"Thriller, Adventure, Period piece, Action/Adventure, Western, Suspense, Film adaptation, Action",Thomas Eidson,1996,6.5,39336
tt0338526,0,vanhelsing,2004,300257475.0,132.0,"Latin Language, English Language","United States of America, Czech Republic","Thriller, Swashbuckler films, Horror, Adventure, Superhero movie, Costume drama, Creature Film, Action/Adventure, Mystery, Drama, Monster, Fantasy, Action, Steampunk, Costume Horror",Bram Stoker,1897,6.1,292199
tt0339827,0,twist,2003,47370.0,97.0,English Language,Canada,"LGBT, Drama, Indie, Gay",Charles Dickens,1837–1839,6.2,1416
tt0340012,0,beingjulia,2004,14339171.0,105.0,English Language,"United States of America, Canada, United Kingdom, Hungary","LGBT, Romantic comedy, Comedy-drama, Period piece, Drama, Comedy, Film adaptation, Romantic drama, Romance Film",W. Somerset Maugham,1937,7.0,13061
tt0342587,0,ivanhoe,1913,,,"Silent film, English Language",United States of America,"Swashbuckler films, Silent film, Drama, Adventure",Sir Walter Scott,1820,3.7,17
tt0347246,0,innocence,2004,,115.0,French Language,"France, Belgium, Japan, United Kingdom","Mystery, Japanese Movies, Drama, Art film, World cinema",Frank Wedekind,1903,7.4,40987
tt0348505,0,asylum,2005,,93.0,English Language,"United States of America, Ireland, United Kingdom","Thriller, Romantic drama, Romance Film, Drama, Film adaptation",Patrick McGrath,1996,6.1,5530
tt0348593,0,thedoorinthefloor,2004,6715067.0,111.0,English Language,United States of America,"Indie, Period piece, Marriage Drama, Drama, Film adaptation, Romantic drama, Romance Film",John Irving,1998,6.6,16308
tt0349467,0,freedomland,2006,14655628.0,113.0,English Language,United States of America,"Thriller, Crime Fiction, Crime Drama, Mystery, Drama, Film adaptation, Crime Thriller",Richard Price,1998,5.2,17383
tt0349880,0,neverland,2003,,,,,"Fantasy, Drama",J. M. Barrie,1911,4.9,505
tt0361503,0,devdas,1935,,141.0,Bengali Language,India,"Bengali Cinema, Black-and-white",Sarat Chandra Chattopadhyay,1917,6.8,46
tt0363771,0,"thechroniclesofnarnia:thelion,thewitchandthewardrobe",2005,,150.0,"English Language, German Language","United States of America, New Zealand, United Kingdom","Christian film, Fantasy Adventure, Adventure, Children's/Family, Fantasy, Children's Fantasy, Family Film",C.S. Lewis,1950–1956,6.9,435511
tt0364049,0,adventuresoftarzan,1985,,135.0,Hindi Language,India,"Romantic drama, Romance Film, Drama, World cinema",Edgar Rice Burroughs,1912–1965,4.6,225
tt0364970,0,babylona.d.,2008,72105690.0,101.0,"Russian Language, English Language","United States of America, France, United Kingdom","Thriller, Science Fiction, Action, Adventure",Maurice Georges Dantec,1999,5.5,99005
tt0366922,0,prisonerofzenda,1988,,,English Language,Australia,"Family Film, Animation, Comedy, Adventure",Anthony Hope,1894,5.0,79
tt0367594,0,charlieandthechocolatefactory,2005,474968763.0,115.0,English Language,"United States of America, United Kingdom","Adventure, Children's/Family, Remake, Fantasy, Children's Fantasy, Family Film, Comedy",Roald Dahl,1964,6.7,540667
tt0367677,0,dracula3000,2004,,86.0,English Language,"South Africa, Germany","Science Fiction, Horror",Bram Stoker,1897,2.1,6656
tt0368008,0,themanchuriancandidate,2004,96105964.0,130.0,English Language,United States of America,"Thriller, Mystery, Drama",Richard Condon,1959,6.6,118301
tt0368933,0,theprincessdiaries2:royalengagement,2004,,115.0,English Language,United States of America,"Romantic comedy, Comedy of manners, Drama, Comedy, Romance Film, Family Film, Teen",Meg Cabot,2000–2009,5.8,91333
tt0368969,0,shubhomahurat,2003,,150.0,Bengali Language,India,"Crime Fiction, Mystery, Drama",Agatha Christie,1962,7.7,617
tt0372183,0,thebournesupremacy,2004,288500217.0,110.0,"Italian Language, Russian Language, English Language, German Language","United States of America, Germany","Thriller, Crime Fiction, Action/Adventure, Mystery, Martial Arts Film, Drama, Film adaptation, Action Thrillers, Action, Spy",Robert LudlumandEric Van Lustbader,1980–2012,7.7,493875
tt0373051,0,journeytothecenteroftheearth,2008,,90.0,English Language,United States of America,"Action/Adventure, Science Fiction, Fantasy, Indie, Adventure",Jules Verne,1864,5.8,134065
tt0373889,0,harrypotterandtheorderofthephoenix,2007,939885929.0,137.0,English Language,"United States of America, United Kingdom","Mystery, Family Film, Fantasy Adventure, Fantasy, Adventure",J. K. Rowling,1997–2007,7.5,648820
tt0374273,0,thetesseract,2003,,90.0,"English Language, Thai Language","Thailand, Japan, United Kingdom","Crime Fiction, Ensemble Film, Japanese Movies, World cinema, Psychological thriller, Drama, Crime Thriller, Action, Thriller",Alex Garland,1998,5.2,1347
tt0375063,0,sideways,2004,109502303.0,127.0,"Armenian Language, English Language",United States of America,"Romantic comedy, Buddy film, Road movie, Comedy-drama, Drama, Comedy, Romance Film",Rex Pickett,2004,7.5,207933
tt0375233,0,innocence,2004,,115.0,French Language,"France, Belgium, Japan, United Kingdom","Mystery, Japanese Movies, Drama, Art film, World cinema",Frank Wedekind,1903,6.8,6619
tt0375735,0,enduringlove,2004,,100.0,English Language,United Kingdom,"Thriller, Indie, Psychological thriller, Mystery, Drama, Film adaptation, Romance Film",Ian McEwan,1997,6.3,11111
tt0375912,0,layercake,2004,11850214.0,104.0,"Romanian Language, English Language","England, United Kingdom","Thriller, Crime Fiction, Gangster Film, Indie, Crime Drama, Drama, Crime Thriller",J. J. Connolly,2000,7.3,199589
tt0377062,0,flightofthephoenix,2004,,113.0,English Language,United States of America,"Adventure, Action/Adventure, Drama, Film adaptation, Disaster, Action, Airplanes and airports",Elleston Trevor,1964,6.1,57363
tt0377471,0,becool,2005,95226116.0,112.0,English Language,United States of America,"Crime Fiction, Crime Comedy, Comedy",Elmore Leonard,1999,5.6,72878
tt0380510,0,thelovelybones,2009,93621340.0,136.0,English Language,"United States of America, New Zealand, United Kingdom","Thriller, World cinema, Film adaptation, Fantasy, Fantasy Drama, Drama, Crime Thriller",Alice Sebold,2002,6.6,182717
tt0380599,0,olivertwist,2005,,128.0,English Language,"France, Italy, Czech Republic, United Kingdom","Period piece, Drama, Family Film, Film adaptation",Charles Dickens,1837–1839,6.8,34610
tt0381061,0,casinoroyale,2006,596400000.0,145.0,English Language,"United States of America, Bahamas, Czech Republic, United Kingdom, Germany","Thriller, Crime Fiction, Parkour in popular culture, Adventure, Action/Adventure, Drama, Reboot, Action",Ian Fleming,1953,8.0,706416
tt0382625,0,thedavincicode,2006,758239851.0,174.0,"French Language, Latin Language, English Language, Spanish Language",United States of America,"Thriller, Mystery, Crime Thriller",Dan Brown,2003,6.6,465770
tt0384806,0,theamityvillehorror,2005,108047131.0,89.0,English Language,United States of America,"Thriller, Horror, Supernatural, Remake, Cult, Mystery, Drama, Film adaptation",Jay Anson,1977,5.9,119209
tt0384814,0,askthedust,2006,742614.0,117.0,"English Language, Spanish Language",United States of America,"Romantic drama, Period piece, Drama, Romance Film, Film adaptation",John Fante,1939,5.7,10185
tt0385752,0,thegoldencompass,2007,372234864.0,114.0,"French Language, Icelandic Language, Russian Language, English Language","United States of America, United Kingdom","Fantasy Adventure, Adventure, Action/Adventure, Fantasy, Film adaptation, Drama, Steampunk",Philip Pullman,1995,6.1,198727
tt0387059,0,beeseason,2005,6856989.0,104.0,"Hebrew Language, English Language",United States of America,"Drama, Family Drama, Coming of age, Film adaptation",Myla Goldberg,2000,5.5,7290
tt0387131,0,theconstantgardener,2005,82466670.0,129.0,"Italian Language, German Language, English Language, Swahili Language","United Kingdom, Germany","Thriller, Crime Fiction, Political thriller, Mystery, Drama, Film adaptation, Crime Thriller, Romance Film, Political drama",John le Carré,2001,7.3,150502
tt0387877,0,theblackdahlia,2006,49332692.0,121.0,"German Language, English Language","United States of America, Germany","Crime Fiction, Thriller, Mystery, Period piece, Drama, Suspense, Film adaptation, Crime Thriller, Film noir, Neo-noir",James Ellroy,1987,5.6,77819
tt0388419,0,christmaswiththekranks,2004,96572480.0,98.0,"English Language, Spanish Language",United States of America,"Holiday Film, Christmas movie, Comedy, Film adaptation, Family Film, Slapstick",John Grisham,2001,5.5,58227
tt0390476,0,shantinilayam,1972,,,"Tamil Language, Telugu language",India,,Charlotte Brontë[N 31],1847,7.0,28
tt0393735,0,theshaggydog,2006,87134280.0,99.0,English Language,United States of America,"Family Film, Fantasy, Comedy",Felix Salten,1923,4.4,20412
tt0395119,0,alatriste,2006,,147.0,"French Language, Dutch Language, Portuguese Language, Spanish Language","United States of America, Spain, France","Thriller, Swashbuckler films, Adventure, World cinema, Action/Adventure, War film",Arturo Pérez-Reverte,1996–present,6.1,14086
tt0396752,0,nannymcphee,2005,122489822.0,99.0,English Language,"United States of America, France, United Kingdom","Family Film, Fantasy Comedy, Fantasy, Comedy",Christianna Brand,1964–1974,6.6,87164
tt0398017,0,derailed,2005,57479076.0,113.0,"French Language, English Language","United States of America, United Kingdom","Thriller, Crime Thriller, Drama, Psychological thriller",James Siegel,2003,6.6,77148
tt0398808,0,bridgetoterabithia,2007,137587063.0,94.0,English Language,"United States of America, Australia, New Zealand","Adventure, Family Drama, Children's, Fantasy, Film adaptation, Drama, Family Film",Katherine Paterson,1977,7.2,177909
tt0399146,0,ahistoryofviolence,2005,60740827.0,100.0,English Language,"United States of America, Germany","Thriller, Crime Thriller, Marriage Drama, Drama, Psychological thriller",John Wagner,1997,7.4,259136
tt0399901,0,womanthouartloosed,2004,6804016.0,94.0,English Language,United States of America,"Crime Fiction, Melodrama, Indie, Addiction Drama, Drama, Film adaptation",T. D. Jakes,1993,6.6,1057
tt0401445,0,agoodyear,2006,42064105.0,118.0,"French Language, Russian Language, English Language","United States of America, United Kingdom","Romantic comedy, Slice of life story, Comedy of manners, Comedy-drama, Drama, Comedy, Film adaptation, Romantic drama, Romance Film",Peter Mayle,2004,6.9,102928
tt0401729,0,johncarter,2012,282778100.0,,English Language,United States of America,"Sci-Fi Adventure, Science Fiction, Action, Fantasy, Adventure",Edgar Rice Burroughs,1917,6.6,289888
tt0402057,0,beowulf&grendel,2005,,102.0,"Icelandic Language, Latin Language, English Language","Iceland, Canada, United Kingdom","Adventure, World cinema, Action/Adventure, Period piece, Fantasy, Mythological Fantasy, Film adaptation, Drama, Action",unknown,1000,5.8,18749
tt0402247,0,hatingalisonashley,2005,,100.0,English Language,Australia,"Family Film, Comedy",Robin Klein,1984,5.5,931
tt0402763,0,americanese,2006,,108.0,English Language,United States of America,"Romantic comedy, Ensemble Film, Indie, Slice of life story, Comedy-drama, Drama, Comedy, Film adaptation, Romance Film",Shawn Wong,1995,5.3,174
tt0404030,0,everythingisilluminated,2005,3601974.0,106.0,"Ukrainian Language, English Language, Russian Language",United States of America,"Adventure, Road movie, Family Drama, Comedy-drama, Drama, Comedy, Film adaptation",Jonathan Safran Foer,2002,7.4,60239
tt0405296,0,ascannerdarkly,2006,7659918.0,100.0,English Language,United States of America,"Thriller, Science Fiction, Future noir, Animation, Drama, Film adaptation, Dystopia",Philip K. Dick,1977,7.0,118500
tt0405676,0,alltheking'smen,2006,9450897.0,128.0,English Language,"United States of America, Germany","Thriller, Remake, Period piece, Drama, Film adaptation, Political drama",Robert Penn Warren,1946,6.1,25846
tt0407121,0,pooh'sheffalumpmovie,2005,52858433.0,67.0,English Language,United States of America,"LGBT, Adventure, Children's/Family, Animation, Children's, Fantasy, Comedy, Family Film, Children's Fantasy",A.A. Milne,1926–1928,6.4,8670
tt0407304,0,waroftheworlds,2005,591745550.0,112.0,English Language,United States of America,"Thriller, Science Fiction, Horror, Adventure, Doomsday film, Alien Film, Drama, Disaster, Action",H. G. Wells,1898,6.5,482992
tt0408306,0,munich,2005,130358911.0,164.0,"Arabic Language, Italian Language, English Language, French Language, Hebrew Language, Greek Language, Russian Language, German Language","United States of America, France, Canada","Thriller, Docudrama, Sports, Period piece, Drama, Political thriller, Spy, Political drama, Airplanes and airports",[3]George Jonas,1984,7.5,243163
tt0408470,0,69,2004,4551540.0,113.0,Japanese Language,Japan,"Japanese Movies, Drama",Ryu Murakami,1987,6.7,508
tt0409182,0,poseidon,2006,181674817.0,99.0,English Language,United States of America,"Disaster, Action/Adventure, Action, Thriller, Adventure",Paul Gallico,1972,5.7,111802
tt0410454,0,theworkandtheglory,2004,3347647.0,118.0,English Language,United States of America,"Romantic drama, Romance Film, Historical fiction, Drama, Period piece",Gerald N. Lund,1990,6.6,1217
tt0411195,0,breakfastonpluto,2005,3942254.0,128.0,English Language,"Ireland, United Kingdom","LGBT, Indie, World cinema, Comedy-drama, Period piece, Drama, Comedy, Tragicomedy, Political drama",Patrick McCabe,1998,7.2,24995
tt0411267,0,thedark,2005,,93.0,"Welsh Language, English Language","United Kingdom, Germany","Thriller, Mystery, Horror",Simon Maginn,2004,5.3,11542
tt0411805,0,returnofthelivingdead:necropolis,2005,,88.0,English Language,United States of America,"Cult, Zombie Film, Horror",John Russo,1977,3.3,5594
tt0412536,0,bridesheadrevisited,2008,13204291.0,134.0,"French Language, Arabic Language, Italian Language, Latin Language, English Language","Italy, United Kingdom, Morocco","LGBT, Period piece, Drama, Film adaptation, Romantic drama, Romance Film",Evelyn Waugh,1945,6.6,13814
tt0413895,0,charlotte'sweb,2006,144877632.0,113.0,English Language,"United States of America, Germany","Family Film, Children's, Fantasy, Comedy, Animation",E. B. White,1952,6.3,47406
tt0414387,0,pride&prejudice,2005,121147947.0,129.0,English Language,"France, United Kingdom","Costume drama, Period piece, Drama, Film adaptation, Romantic drama, Romance Film",Jane Austen,1813,7.8,340381
tt0414713,0,amu,2005,,102.0,"Hindi Language, Punjabi language, English Language, Bengali Language","United States of America, India","Indie, Drama, Political drama, World cinema, Art film",Shonali Bose,2005,7.3,964
tt0414808,0,ai-fak,2004,,110.0,Thai Language,Thailand,Drama,Chart Korbjitti,1981,7.1,206
tt0416212,0,thesecretlifeofbees,2008,39947322.0,114.0,English Language,United States of America,"Drama, Period piece, Coming of age, Film adaptation",Sue Monk Kidd,2002,7.2,28392
tt0417741,0,harrypotterandthehalf-bloodprince,2009,934416487.0,153.0,"Croatian language, English Language","United States of America, United Kingdom","Fantasy Adventure, Adventure, Children's/Family, Mystery, Fantasy, Children's Fantasy, Family Film, Action, Romance Film",J. K. Rowling,1997–2007,7.6,610699
tt0419704,0,donkeyxote,2007,,83.0,Spanish Language,"Spain, Italy","World cinema, Animation, Action/Adventure, Anime, Comedy, Action",Miguel de Cervantes,1605–1615,4.5,2305
tt0424880,0,candy,2006,,108.0,English Language,Australia,"Romantic drama, Romance Film, Drama, Indie, World cinema",Luke Davies,1998,7.2,48300
tt0425186,0,thefineartoflove:mineha-ha,2005,,107.0,English Language,"Italy, Czech Republic, United Kingdom","Mystery, Romance Film, Drama, Indie, Film adaptation",Frank Wedekind,1903,5.5,648
tt0427392,0,theinvasion,2007,40170568.0,93.0,"Russian Language, English Language, American English","United States of America, Australia","Thriller, Science Fiction, Horror, Doomsday film, Film adaptation, Drama, Political thriller, Action",Jack Finney,1955,5.9,83981
tt0431077,0,g@me,2003,,112.0,Japanese Language,Japan,"Thriller, Japanese Movies",Keigo Higashino,2002,6.3,489
tt0431213,0,lassie,2005,,100.0,English Language,"France, United States of America, Ireland, United Kingdom","Family Film, Family Drama, Drama, Adventure, Comedy",Eric Knight,1940,6.7,4738
tt0434215,0,flicka,2006,,110.0,English Language,"United States of America, United Kingdom","Family Drama, Adventure, Children's/Family, Animal Picture, Coming of age, Film adaptation, Drama, Family Film",Mary O'Hara,1941,6.0,8617
tt0437407,0,parineeta,2005,,127.0,Hindi Language,India,"World cinema, Musical, Drama, Romantic drama, Romance Film, Bollywood",Sharat Chandra Chattopadhyay,1914,7.2,9728
tt0439197,0,heidi,2005,,80.0,German Language,"Canada, United Kingdom, Germany",Animation,Johanna Spyri,1880,6.5,1053
tt0439641,0,jahantumlechalo,1999,,,Hindi Language,India,Romance Film,Françoise Sagan,1959,6.5,29
tt0439662,0,fanaa,2006,,168.0,Hindi Language,India,"Thriller, Musical, Drama, Romantic drama, Romance Film, Bollywood",Ken Follett,1978,7.1,35620
tt0440963,0,thebourneultimatum,2007,442824138.0,116.0,"French Language, Arabic Language, English Language, Russian Language, Spanish Language","United States of America, Germany","Thriller, Crime Fiction, Action/Adventure, Mystery, Martial Arts Film, Drama, Film adaptation, Action Thrillers, Action, Spy",Robert LudlumandEric Van Lustbader,1980–2012,8.0,665284
tt0442933,0,beowulf,2007,196393745.0,115.0,"Old English language, English Language",United States of America,"Computer Animation, Action, Fantasy, Adventure, Animation",unknown,1000,6.3,175874
tt0443680,0,theassassinationofjessejamesbythecowardrobertford,2007,15001776.0,159.0,"English Language, Danish Language","United States of America, Canada","Crime Fiction, History, Western, Biography, Drama",Ron Hansen,1983,7.5,195614
tt0446755,0,thepaintedveil,2006,26809273.0,124.0,"French Language, English Language, Standard Mandarin","United States of America, Canada, China","War film, Period piece, Drama, Film adaptation, Romantic drama, Romance Film, Chinese Movies",W. Somerset Maugham,1925,7.4,96909
tt0449010,0,eragon,2006,249488115.0,99.0,English Language,"United States of America, Australia, Hungary, United Kingdom","Fantasy Adventure, Adventure, Costume drama, Film adaptation, Coming of age, Sword and sorcery, Drama, Fantasy, Family Film, Action",Christopher Paolini,2003,5.1,131593
tt0449086,0,dominion:prequeltotheexorcist,2005,251495.0,117.0,English Language,United States of America,"Cult, Horror, Psychological thriller, Supernatural",William Peter Blatty,1971,5.1,13999
tt0452624,0,thegoodgerman,2006,5914908.0,105.0,English Language,United States of America,"Thriller, Crime Fiction, Black-and-white, Mystery, Period piece, Drama, Romantic drama, Romance Film",Joseph Kanon,2001,6.0,26284
